Year,Prop
1045,0.1818
1045,0.1819
1045,0.182
1045,0.1821
1045,0.1822
1045,0.1823
1045,0.1824
1045,0.1825
1045,0.1826
1045,0.1827
1045,0.1828
1045,0.1829
1045,0.183
1045,0.1831
1045,0.1832
1045,0.1833
1045,0.1834
1045,0.1835
1045,0.1836
1045,0.1837
1045,0.1838
1045,0.1839
1045,0.184
1045,0.1841
1045,0.1842
1045,0.1843
1045,0.1844
1046,0.1845
1046,0.1846
1046,0.1847
1046,0.1848
1046,0.1849
1046,0.185
1046,0.1851
1046,0.1852
1046,0.1853
1046,0.1854
1046,0.1855
1046,0.1856
1046,0.1857
1046,0.1858
1046,0.1859
1046,0.186
1046,0.1861
1046,0.1862
1046,0.1863
1046,0.1864
1046,0.1865
1046,0.1866
1046,0.1867
1046,0.1868
1046,0.1869
1046,0.187
1046,0.1871
1046,0.1872
1046,0.1873
1046,0.1874
1046,0.1875
1046,0.1876
1046,0.1877
1046,0.1878
1046,0.1879
1046,0.188
1046,0.1881
1046,0.1882
1046,0.1883
1046,0.1884
1046,0.1885
1046,0.1886
1046,0.1887
1046,0.1888
1046,0.1889
1046,0.189
1046,0.1891
1047,0.1892
1047,0.1893
1047,0.1894
1047,0.1895
1047,0.1896
1047,0.1897
1047,0.1898
1047,0.1899
1047,0.19
1047,0.1901
1047,0.1902
1047,0.1903
1047,0.1904
1047,0.1905
1047,0.1906
1047,0.1907
1047,0.1908
1047,0.1909
1047,0.191
1047,0.1911
1047,0.1912
1047,0.1913
1047,0.1914
1047,0.1915
1047,0.1916
1047,0.1917
1047,0.1918
1047,0.1919
1047,0.192
1047,0.1921
1047,0.1922
1047,0.1923
1047,0.1924
1047,0.1925
1047,0.1926
1047,0.1927
1047,0.1928
1047,0.1929
1047,0.193
1047,0.1931
1047,0.1932
1047,0.1933
1048,0.1934
1048,0.1935
1048,0.1936
1048,0.1937
1048,0.1938
1048,0.1939
1048,0.194
1048,0.1941
1048,0.1942
1048,0.1943
1048,0.1944
1048,0.1945
1048,0.1946
1048,0.1947
1048,0.1948
1048,0.1949
1048,0.195
1048,0.1951
1048,0.1952
1048,0.1953
1048,0.1954
1048,0.1955
1048,0.1956
1048,0.1957
1048,0.1958
1048,0.1959
1048,0.196
1048,0.1961
1048,0.1962
1048,0.1963
1048,0.1964
1048,0.1965
1048,0.1966
1048,0.1967
1048,0.1968
1048,0.1969
1048,0.197
1048,0.1971
1048,0.1972
1048,0.1973
1048,0.1974
1048,0.1975
1048,0.1976
1048,0.1977
1048,0.1978
1048,0.1979
1048,0.198
1048,0.1981
1048,0.1982
1048,0.1983
1048,0.1984
1049,0.1985
1049,0.1986
1049,0.1987
1049,0.1988
1049,0.1989
1049,0.199
1049,0.1991
1049,0.1992
1049,0.1993
1049,0.1994
1049,0.1995
1049,0.1996
1049,0.1997
1049,0.1998
1049,0.1999
1049,0.2
1049,0.2001
1049,0.2002
1049,0.2003
1049,0.2004
1049,0.2005
1049,0.2006
1049,0.2007
1049,0.2008
1049,0.2009
1049,0.201
1049,0.2011
1049,0.2012
1049,0.2013
1049,0.2014
1049,0.2015
1049,0.2016
1049,0.2017
1049,0.2018
1049,0.2019
1049,0.202
1049,0.2021
1049,0.2022
1049,0.2023
1049,0.2024
1049,0.2025
1049,0.2026
1049,0.2027
1049,0.2028
1049,0.2029
1049,0.203
1049,0.2031
1049,0.2032
1050,0.2033
1050,0.2034
1050,0.2035
1050,0.2036
1050,0.2037
1050,0.2038
1050,0.2039
1050,0.204
1050,0.2041
1050,0.2042
1050,0.2043
1050,0.2044
1050,0.2045
1050,0.2046
1050,0.2047
1050,0.2048
1050,0.2049
1050,0.205
1050,0.2051
1050,0.2052
1050,0.2053
1050,0.2054
1050,0.2055
1050,0.2056
1050,0.2057
1050,0.2058
1050,0.2059
1050,0.206
1050,0.2061
1050,0.2062
1050,0.2063
1050,0.2064
1050,0.2065
1050,0.2066
1050,0.2067
1050,0.2068
1050,0.2069
1050,0.207
1050,0.2071
1051,0.2072
1051,0.2073
1051,0.2074
1051,0.2075
1051,0.2076
1051,0.2077
1051,0.2078
1051,0.2079
1051,0.208
1051,0.2081
1051,0.2082
1051,0.2083
1051,0.2084
1051,0.2085
1051,0.2086
1051,0.2087
1051,0.2088
1051,0.2089
1051,0.209
1051,0.2091
1051,0.2092
1051,0.2093
1051,0.2094
1051,0.2095
1051,0.2096
1051,0.2097
1051,0.2098
1051,0.2099
1051,0.21
1051,0.2101
1051,0.2102
1051,0.2103
1051,0.2104
1051,0.2105
1051,0.2106
1051,0.2107
1051,0.2108
1051,0.2109
1051,0.211
1051,0.2111
1051,0.2112
1051,0.2113
1051,0.2114
1051,0.2115
1051,0.2116
1051,0.2117
1051,0.2118
1051,0.2119
1051,0.212
1051,0.2121
1051,0.2122
1051,0.2123
1051,0.2124
1052,0.2125
1052,0.2126
1052,0.2127
1052,0.2128
1052,0.2129
1052,0.213
1052,0.2131
1052,0.2132
1052,0.2133
1052,0.2134
1052,0.2135
1052,0.2136
1052,0.2137
1052,0.2138
1052,0.2139
1052,0.214
1052,0.2141
1052,0.2142
1052,0.2143
1052,0.2144
1052,0.2145
1052,0.2146
1052,0.2147
1052,0.2148
1052,0.2149
1052,0.215
1052,0.2151
1052,0.2152
1052,0.2153
1052,0.2154
1052,0.2155
1052,0.2156
1052,0.2157
1052,0.2158
1052,0.2159
1052,0.216
1052,0.2161
1052,0.2162
1052,0.2163
1052,0.2164
1052,0.2165
1052,0.2166
1053,0.2167
1053,0.2168
1053,0.2169
1053,0.217
1053,0.2171
1053,0.2172
1053,0.2173
1053,0.2174
1053,0.2175
1053,0.2176
1053,0.2177
1053,0.2178
1053,0.2179
1053,0.218
1053,0.2181
1053,0.2182
1053,0.2183
1053,0.2184
1053,0.2185
1053,0.2186
1053,0.2187
1053,0.2188
1053,0.2189
1053,0.219
1053,0.2191
1053,0.2192
1053,0.2193
1053,0.2194
1053,0.2195
1053,0.2196
1053,0.2197
1053,0.2198
1053,0.2199
1053,0.22
1053,0.2201
1053,0.2202
1053,0.2203
1053,0.2204
1053,0.2205
1053,0.2206
1053,0.2207
1053,0.2208
1053,0.2209
1053,0.221
1053,0.2211
1053,0.2212
1053,0.2213
1053,0.2214
1053,0.2215
1053,0.2216
1053,0.2217
1053,0.2218
1053,0.2219
1053,0.222
1053,0.2221
1053,0.2222
1053,0.2223
1053,0.2224
1053,0.2225
1053,0.2226
1053,0.2227
1053,0.2228
1053,0.2229
1053,0.223
1053,0.2231
1053,0.2232
1054,0.2233
1054,0.2234
1054,0.2235
1054,0.2236
1054,0.2237
1054,0.2238
1054,0.2239
1054,0.224
1054,0.2241
1054,0.2242
1054,0.2243
1054,0.2244
1054,0.2245
1054,0.2246
1054,0.2247
1054,0.2248
1054,0.2249
1054,0.225
1054,0.2251
1054,0.2252
1054,0.2253
1054,0.2254
1054,0.2255
1054,0.2256
1054,0.2257
1054,0.2258
1054,0.2259
1054,0.226
1054,0.2261
1054,0.2262
1054,0.2263
1054,0.2264
1054,0.2265
1054,0.2266
1054,0.2267
1054,0.2268
1054,0.2269
1054,0.227
1054,0.2271
1054,0.2272
1054,0.2273
1054,0.2274
1054,0.2275
1054,0.2276
1054,0.2277
1054,0.2278
1054,0.2279
1054,0.228
1054,0.2281
1055,0.2282
1055,0.2283
1055,0.2284
1055,0.2285
1055,0.2286
1055,0.2287
1055,0.2288
1055,0.2289
1055,0.229
1055,0.2291
1055,0.2292
1055,0.2293
1055,0.2294
1055,0.2295
1055,0.2296
1055,0.2297
1055,0.2298
1055,0.2299
1055,0.23
1055,0.2301
1055,0.2302
1055,0.2303
1055,0.2304
1055,0.2305
1055,0.2306
1055,0.2307
1055,0.2308
1055,0.2309
1055,0.231
1055,0.2311
1055,0.2312
1055,0.2313
1055,0.2314
1055,0.2315
1055,0.2316
1055,0.2317
1055,0.2318
1055,0.2319
1055,0.232
1055,0.2321
1055,0.2322
1055,0.2323
1055,0.2324
1055,0.2325
1055,0.2326
1055,0.2327
1055,0.2328
1055,0.2329
1055,0.233
1056,0.2331
1056,0.2332
1056,0.2333
1056,0.2334
1056,0.2335
1056,0.2336
1056,0.2337
1056,0.2338
1056,0.2339
1056,0.234
1056,0.2341
1056,0.2342
1056,0.2343
1056,0.2344
1056,0.2345
1056,0.2346
1056,0.2347
1056,0.2348
1056,0.2349
1056,0.235
1056,0.2351
1056,0.2352
1056,0.2353
1056,0.2354
1056,0.2355
1056,0.2356
1056,0.2357
1056,0.2358
1056,0.2359
1056,0.236
1056,0.2361
1056,0.2362
1056,0.2363
1056,0.2364
1056,0.2365
1056,0.2366
1056,0.2367
1056,0.2368
1056,0.2369
1056,0.237
1056,0.2371
1056,0.2372
1056,0.2373
1056,0.2374
1056,0.2375
1056,0.2376
1056,0.2377
1056,0.2378
1056,0.2379
1056,0.238
1057,0.2381
1057,0.2382
1057,0.2383
1057,0.2384
1057,0.2385
1057,0.2386
1057,0.2387
1057,0.2388
1057,0.2389
1057,0.239
1057,0.2391
1057,0.2392
1057,0.2393
1057,0.2394
1057,0.2395
1057,0.2396
1057,0.2397
1057,0.2398
1057,0.2399
1057,0.24
1057,0.2401
1057,0.2402
1057,0.2403
1057,0.2404
1057,0.2405
1057,0.2406
1057,0.2407
1057,0.2408
1057,0.2409
1057,0.241
1057,0.2411
1057,0.2412
1057,0.2413
1057,0.2414
1057,0.2415
1057,0.2416
1057,0.2417
1057,0.2418
1057,0.2419
1057,0.242
1057,0.2421
1057,0.2422
1057,0.2423
1057,0.2424
1057,0.2425
1057,0.2426
1058,0.2427
1058,0.2428
1058,0.2429
1058,0.243
1058,0.2431
1058,0.2432
1058,0.2433
1058,0.2434
1058,0.2435
1058,0.2436
1058,0.2437
1058,0.2438
1058,0.2439
1058,0.244
1058,0.2441
1058,0.2442
1058,0.2443
1058,0.2444
1058,0.2445
1058,0.2446
1058,0.2447
1058,0.2448
1058,0.2449
1058,0.245
1058,0.2451
1058,0.2452
1058,0.2453
1058,0.2454
1058,0.2455
1058,0.2456
1058,0.2457
1058,0.2458
1058,0.2459
1058,0.246
1058,0.2461
1058,0.2462
1058,0.2463
1058,0.2464
1058,0.2465
1058,0.2466
1058,0.2467
1058,0.2468
1058,0.2469
1058,0.247
1058,0.2471
1058,0.2472
1059,0.2473
1059,0.2474
1059,0.2475
1059,0.2476
1059,0.2477
1059,0.2478
1059,0.2479
1059,0.248
1059,0.2481
1059,0.2482
1059,0.2483
1059,0.2484
1059,0.2485
1059,0.2486
1059,0.2487
1059,0.2488
1059,0.2489
1059,0.249
1059,0.2491
1059,0.2492
1059,0.2493
1059,0.2494
1059,0.2495
1059,0.2496
1059,0.2497
1059,0.2498
1059,0.2499
1059,0.25
1059,0.2501
1059,0.2502
1059,0.2503
1059,0.2504
1059,0.2505
1059,0.2506
1059,0.2507
1059,0.2508
1059,0.2509
1059,0.251
1059,0.2511
1059,0.2512
1059,0.2513
1059,0.2514
1059,0.2515
1059,0.2516
1059,0.2517
1059,0.2518
1059,0.2519
1059,0.252
1059,0.2521
1059,0.2522
1059,0.2523
1060,0.2524
1060,0.2525
1060,0.2526
1060,0.2527
1060,0.2528
1060,0.2529
1060,0.253
1060,0.2531
1060,0.2532
1060,0.2533
1060,0.2534
1060,0.2535
1060,0.2536
1060,0.2537
1060,0.2538
1060,0.2539
1060,0.254
1060,0.2541
1060,0.2542
1060,0.2543
1060,0.2544
1060,0.2545
1060,0.2546
1060,0.2547
1060,0.2548
1060,0.2549
1060,0.255
1060,0.2551
1060,0.2552
1060,0.2553
1060,0.2554
1060,0.2555
1060,0.2556
1060,0.2557
1060,0.2558
1060,0.2559
1060,0.256
1060,0.2561
1060,0.2562
1060,0.2563
1060,0.2564
1060,0.2565
1060,0.2566
1060,0.2567
1060,0.2568
1060,0.2569
1060,0.257
1060,0.2571
1060,0.2572
1060,0.2573
1060,0.2574
1060,0.2575
1060,0.2576
1060,0.2577
1060,0.2578
1060,0.2579
1060,0.258
1061,0.2581
1061,0.2582
1061,0.2583
1061,0.2584
1061,0.2585
1061,0.2586
1061,0.2587
1061,0.2588
1061,0.2589
1061,0.259
1061,0.2591
1061,0.2592
1061,0.2593
1061,0.2594
1061,0.2595
1061,0.2596
1061,0.2597
1061,0.2598
1061,0.2599
1061,0.26
1061,0.2601
1061,0.2602
1061,0.2603
1061,0.2604
1061,0.2605
1061,0.2606
1061,0.2607
1061,0.2608
1061,0.2609
1061,0.261
1061,0.2611
1061,0.2612
1061,0.2613
1061,0.2614
1061,0.2615
1061,0.2616
1061,0.2617
1061,0.2618
1061,0.2619
1061,0.262
1061,0.2621
1061,0.2622
1061,0.2623
1061,0.2624
1061,0.2625
1061,0.2626
1061,0.2627
1061,0.2628
1061,0.2629
1061,0.263
1061,0.2631
1061,0.2632
1061,0.2633
1061,0.2634
1061,0.2635
1061,0.2636
1061,0.2637
1062,0.2638
1062,0.2639
1062,0.264
1062,0.2641
1062,0.2642
1062,0.2643
1062,0.2644
1062,0.2645
1062,0.2646
1062,0.2647
1062,0.2648
1062,0.2649
1062,0.265
1062,0.2651
1062,0.2652
1062,0.2653
1062,0.2654
1062,0.2655
1062,0.2656
1062,0.2657
1062,0.2658
1062,0.2659
1062,0.266
1062,0.2661
1062,0.2662
1062,0.2663
1062,0.2664
1062,0.2665
1062,0.2666
1062,0.2667
1062,0.2668
1062,0.2669
1062,0.267
1062,0.2671
1062,0.2672
1062,0.2673
1062,0.2674
1062,0.2675
1063,0.2676
1063,0.2677
1063,0.2678
1063,0.2679
1063,0.268
1063,0.2681
1063,0.2682
1063,0.2683
1063,0.2684
1063,0.2685
1063,0.2686
1063,0.2687
1063,0.2688
1063,0.2689
1063,0.269
1063,0.2691
1063,0.2692
1063,0.2693
1063,0.2694
1063,0.2695
1063,0.2696
1063,0.2697
1063,0.2698
1063,0.2699
1063,0.27
1063,0.2701
1063,0.2702
1063,0.2703
1063,0.2704
1063,0.2705
1063,0.2706
1063,0.2707
1063,0.2708
1063,0.2709
1063,0.271
1063,0.2711
1063,0.2712
1063,0.2713
1063,0.2714
1063,0.2715
1063,0.2716
1063,0.2717
1063,0.2718
1063,0.2719
1063,0.272
1063,0.2721
1063,0.2722
1063,0.2723
1063,0.2724
1063,0.2725
1063,0.2726
1063,0.2727
1063,0.2728
1063,0.2729
1063,0.273
1063,0.2731
1063,0.2732
1063,0.2733
1063,0.2734
1063,0.2735
1063,0.2736
1063,0.2737
1063,0.2738
1064,0.2739
1064,0.274
1064,0.2741
1064,0.2742
1064,0.2743
1064,0.2744
1064,0.2745
1064,0.2746
1064,0.2747
1064,0.2748
1064,0.2749
1064,0.275
1064,0.2751
1064,0.2752
1064,0.2753
1064,0.2754
1064,0.2755
1064,0.2756
1064,0.2757
1064,0.2758
1064,0.2759
1064,0.276
1064,0.2761
1064,0.2762
1064,0.2763
1064,0.2764
1064,0.2765
1064,0.2766
1064,0.2767
1064,0.2768
1064,0.2769
1064,0.277
1064,0.2771
1064,0.2772
1064,0.2773
1064,0.2774
1064,0.2775
1064,0.2776
1064,0.2777
1064,0.2778
1064,0.2779
1064,0.278
1064,0.2781
1064,0.2782
1064,0.2783
1064,0.2784
1064,0.2785
1064,0.2786
1064,0.2787
1064,0.2788
1064,0.2789
1065,0.279
1065,0.2791
1065,0.2792
1065,0.2793
1065,0.2794
1065,0.2795
1065,0.2796
1065,0.2797
1065,0.2798
1065,0.2799
1065,0.28
1065,0.2801
1065,0.2802
1065,0.2803
1065,0.2804
1065,0.2805
1065,0.2806
1065,0.2807
1065,0.2808
1065,0.2809
1065,0.281
1065,0.2811
1065,0.2812
1065,0.2813
1065,0.2814
1065,0.2815
1065,0.2816
1065,0.2817
1065,0.2818
1065,0.2819
1065,0.282
1065,0.2821
1065,0.2822
1065,0.2823
1065,0.2824
1065,0.2825
1065,0.2826
1065,0.2827
1065,0.2828
1065,0.2829
1065,0.283
1065,0.2831
1065,0.2832
1065,0.2833
1065,0.2834
1065,0.2835
1065,0.2836
1065,0.2837
1065,0.2838
1065,0.2839
1065,0.284
1065,0.2841
1065,0.2842
1065,0.2843
1065,0.2844
1065,0.2845
1066,0.2846
1066,0.2847
1066,0.2848
1066,0.2849
1066,0.285
1066,0.2851
1066,0.2852
1066,0.2853
1066,0.2854
1066,0.2855
1066,0.2856
1066,0.2857
1066,0.2858
1066,0.2859
1066,0.286
1066,0.2861
1066,0.2862
1066,0.2863
1066,0.2864
1066,0.2865
1066,0.2866
1066,0.2867
1066,0.2868
1066,0.2869
1066,0.287
1066,0.2871
1066,0.2872
1066,0.2873
1066,0.2874
1066,0.2875
1066,0.2876
1066,0.2877
1066,0.2878
1066,0.2879
1066,0.288
1066,0.2881
1066,0.2882
1066,0.2883
1066,0.2884
1066,0.2885
1066,0.2886
1066,0.2887
1066,0.2888
1066,0.2889
1066,0.289
1066,0.2891
1066,0.2892
1066,0.2893
1066,0.2894
1066,0.2895
1066,0.2896
1066,0.2897
1067,0.2898
1067,0.2899
1067,0.29
1067,0.2901
1067,0.2902
1067,0.2903
1067,0.2904
1067,0.2905
1067,0.2906
1067,0.2907
1067,0.2908
1067,0.2909
1067,0.291
1067,0.2911
1067,0.2912
1067,0.2913
1067,0.2914
1067,0.2915
1067,0.2916
1067,0.2917
1067,0.2918
1067,0.2919
1067,0.292
1067,0.2921
1067,0.2922
1067,0.2923
1067,0.2924
1067,0.2925
1067,0.2926
1067,0.2927
1067,0.2928
1067,0.2929
1067,0.293
1067,0.2931
1067,0.2932
1067,0.2933
1067,0.2934
1067,0.2935
1067,0.2936
1067,0.2937
1067,0.2938
1067,0.2939
1067,0.294
1067,0.2941
1067,0.2942
1067,0.2943
1067,0.2944
1067,0.2945
1067,0.2946
1067,0.2947
1067,0.2948
1067,0.2949
1067,0.295
1067,0.2951
1067,0.2952
1067,0.2953
1067,0.2954
1067,0.2955
1068,0.2956
1068,0.2957
1068,0.2958
1068,0.2959
1068,0.296
1068,0.2961
1068,0.2962
1068,0.2963
1068,0.2964
1068,0.2965
1068,0.2966
1068,0.2967
1068,0.2968
1068,0.2969
1068,0.297
1068,0.2971
1068,0.2972
1068,0.2973
1068,0.2974
1068,0.2975
1068,0.2976
1068,0.2977
1068,0.2978
1068,0.2979
1068,0.298
1068,0.2981
1068,0.2982
1068,0.2983
1068,0.2984
1068,0.2985
1068,0.2986
1068,0.2987
1068,0.2988
1068,0.2989
1068,0.299
1068,0.2991
1068,0.2992
1068,0.2993
1068,0.2994
1068,0.2995
1068,0.2996
1068,0.2997
1068,0.2998
1068,0.2999
1068,0.3
1068,0.3001
1068,0.3002
1068,0.3003
1068,0.3004
1068,0.3005
1068,0.3006
1068,0.3007
1068,0.3008
1068,0.3009
1068,0.301
1068,0.3011
1068,0.3012
1068,0.3013
1068,0.3014
1068,0.3015
1068,0.3016
1068,0.3017
1068,0.3018
1068,0.3019
1068,0.302
1068,0.3021
1068,0.3022
1069,0.3023
1069,0.3024
1069,0.3025
1069,0.3026
1069,0.3027
1069,0.3028
1069,0.3029
1069,0.303
1069,0.3031
1069,0.3032
1069,0.3033
1069,0.3034
1069,0.3035
1069,0.3036
1069,0.3037
1069,0.3038
1069,0.3039
1069,0.304
1069,0.3041
1069,0.3042
1069,0.3043
1069,0.3044
1069,0.3045
1069,0.3046
1069,0.3047
1069,0.3048
1069,0.3049
1069,0.305
1069,0.3051
1069,0.3052
1069,0.3053
1069,0.3054
1069,0.3055
1069,0.3056
1069,0.3057
1069,0.3058
1069,0.3059
1069,0.306
1069,0.3061
1069,0.3062
1069,0.3063
1069,0.3064
1069,0.3065
1069,0.3066
1069,0.3067
1069,0.3068
1069,0.3069
1069,0.307
1069,0.3071
1069,0.3072
1069,0.3073
1069,0.3074
1069,0.3075
1069,0.3076
1069,0.3077
1069,0.3078
1069,0.3079
1069,0.308
1069,0.3081
1069,0.3082
1069,0.3083
1069,0.3084
1069,0.3085
1069,0.3086
1069,0.3087
1069,0.3088
1069,0.3089
1069,0.309
1070,0.3091
1070,0.3092
1070,0.3093
1070,0.3094
1070,0.3095
1070,0.3096
1070,0.3097
1070,0.3098
1070,0.3099
1070,0.31
1070,0.3101
1070,0.3102
1070,0.3103
1070,0.3104
1070,0.3105
1070,0.3106
1070,0.3107
1070,0.3108
1070,0.3109
1070,0.311
1070,0.3111
1070,0.3112
1070,0.3113
1070,0.3114
1070,0.3115
1070,0.3116
1070,0.3117
1070,0.3118
1070,0.3119
1070,0.312
1070,0.3121
1070,0.3122
1070,0.3123
1070,0.3124
1070,0.3125
1070,0.3126
1070,0.3127
1070,0.3128
1070,0.3129
1070,0.313
1070,0.3131
1070,0.3132
1070,0.3133
1070,0.3134
1070,0.3135
1070,0.3136
1070,0.3137
1070,0.3138
1070,0.3139
1070,0.314
1070,0.3141
1070,0.3142
1070,0.3143
1070,0.3144
1070,0.3145
1070,0.3146
1070,0.3147
1070,0.3148
1071,0.3149
1071,0.315
1071,0.3151
1071,0.3152
1071,0.3153
1071,0.3154
1071,0.3155
1071,0.3156
1071,0.3157
1071,0.3158
1071,0.3159
1071,0.316
1071,0.3161
1071,0.3162
1071,0.3163
1071,0.3164
1071,0.3165
1071,0.3166
1071,0.3167
1071,0.3168
1071,0.3169
1071,0.317
1071,0.3171
1071,0.3172
1071,0.3173
1071,0.3174
1071,0.3175
1071,0.3176
1071,0.3177
1071,0.3178
1071,0.3179
1071,0.318
1071,0.3181
1071,0.3182
1071,0.3183
1071,0.3184
1071,0.3185
1071,0.3186
1071,0.3187
1071,0.3188
1071,0.3189
1071,0.319
1071,0.3191
1071,0.3192
1071,0.3193
1071,0.3194
1071,0.3195
1071,0.3196
1071,0.3197
1071,0.3198
1071,0.3199
1071,0.32
1072,0.3201
1072,0.3202
1072,0.3203
1072,0.3204
1072,0.3205
1072,0.3206
1072,0.3207
1072,0.3208
1072,0.3209
1072,0.321
1072,0.3211
1072,0.3212
1072,0.3213
1072,0.3214
1072,0.3215
1072,0.3216
1072,0.3217
1072,0.3218
1072,0.3219
1072,0.322
1072,0.3221
1072,0.3222
1072,0.3223
1072,0.3224
1072,0.3225
1072,0.3226
1072,0.3227
1072,0.3228
1072,0.3229
1072,0.323
1072,0.3231
1072,0.3232
1072,0.3233
1072,0.3234
1072,0.3235
1072,0.3236
1072,0.3237
1072,0.3238
1072,0.3239
1072,0.324
1072,0.3241
1072,0.3242
1072,0.3243
1072,0.3244
1072,0.3245
1072,0.3246
1072,0.3247
1072,0.3248
1072,0.3249
1072,0.325
1072,0.3251
1072,0.3252
1072,0.3253
1072,0.3254
1072,0.3255
1072,0.3256
1072,0.3257
1072,0.3258
1072,0.3259
1072,0.326
1072,0.3261
1072,0.3262
1072,0.3263
1072,0.3264
1072,0.3265
1072,0.3266
1072,0.3267
1073,0.3268
1073,0.3269
1073,0.327
1073,0.3271
1073,0.3272
1073,0.3273
1073,0.3274
1073,0.3275
1073,0.3276
1073,0.3277
1073,0.3278
1073,0.3279
1073,0.328
1073,0.3281
1073,0.3282
1073,0.3283
1073,0.3284
1073,0.3285
1073,0.3286
1073,0.3287
1073,0.3288
1073,0.3289
1073,0.329
1073,0.3291
1073,0.3292
1073,0.3293
1073,0.3294
1073,0.3295
1073,0.3296
1073,0.3297
1073,0.3298
1073,0.3299
1073,0.33
1073,0.3301
1073,0.3302
1073,0.3303
1073,0.3304
1073,0.3305
1073,0.3306
1073,0.3307
1073,0.3308
1073,0.3309
1073,0.331
1073,0.3311
1073,0.3312
1073,0.3313
1073,0.3314
1073,0.3315
1073,0.3316
1073,0.3317
1073,0.3318
1073,0.3319
1073,0.332
1073,0.3321
1073,0.3322
1073,0.3323
1073,0.3324
1073,0.3325
1073,0.3326
1073,0.3327
1073,0.3328
1073,0.3329
1073,0.333
1073,0.3331
1073,0.3332
1073,0.3333
1074,0.3334
1074,0.3335
1074,0.3336
1074,0.3337
1074,0.3338
1074,0.3339
1074,0.334
1074,0.3341
1074,0.3342
1074,0.3343
1074,0.3344
1074,0.3345
1074,0.3346
1074,0.3347
1074,0.3348
1074,0.3349
1074,0.335
1074,0.3351
1074,0.3352
1074,0.3353
1074,0.3354
1074,0.3355
1074,0.3356
1074,0.3357
1074,0.3358
1074,0.3359
1074,0.336
1074,0.3361
1074,0.3362
1074,0.3363
1074,0.3364
1074,0.3365
1074,0.3366
1074,0.3367
1074,0.3368
1074,0.3369
1074,0.337
1074,0.3371
1074,0.3372
1074,0.3373
1074,0.3374
1074,0.3375
1074,0.3376
1074,0.3377
1074,0.3378
1074,0.3379
1074,0.338
1074,0.3381
1074,0.3382
1074,0.3383
1074,0.3384
1074,0.3385
1074,0.3386
1074,0.3387
1074,0.3388
1074,0.3389
1074,0.339
1074,0.3391
1074,0.3392
1074,0.3393
1074,0.3394
1074,0.3395
1074,0.3396
1075,0.3397
1075,0.3398
1075,0.3399
1075,0.34
1075,0.3401
1075,0.3402
1075,0.3403
1075,0.3404
1075,0.3405
1075,0.3406
1075,0.3407
1075,0.3408
1075,0.3409
1075,0.341
1075,0.3411
1075,0.3412
1075,0.3413
1075,0.3414
1075,0.3415
1075,0.3416
1075,0.3417
1075,0.3418
1075,0.3419
1075,0.342
1075,0.3421
1075,0.3422
1075,0.3423
1075,0.3424
1075,0.3425
1075,0.3426
1075,0.3427
1075,0.3428
1075,0.3429
1075,0.343
1075,0.3431
1075,0.3432
1075,0.3433
1075,0.3434
1075,0.3435
1075,0.3436
1075,0.3437
1075,0.3438
1075,0.3439
1075,0.344
1075,0.3441
1075,0.3442
1075,0.3443
1075,0.3444
1075,0.3445
1075,0.3446
1075,0.3447
1075,0.3448
1075,0.3449
1075,0.345
1075,0.3451
1075,0.3452
1075,0.3453
1075,0.3454
1075,0.3455
1075,0.3456
1075,0.3457
1076,0.3458
1076,0.3459
1076,0.346
1076,0.3461
1076,0.3462
1076,0.3463
1076,0.3464
1076,0.3465
1076,0.3466
1076,0.3467
1076,0.3468
1076,0.3469
1076,0.347
1076,0.3471
1076,0.3472
1076,0.3473
1076,0.3474
1076,0.3475
1076,0.3476
1076,0.3477
1076,0.3478
1076,0.3479
1076,0.348
1076,0.3481
1076,0.3482
1076,0.3483
1076,0.3484
1076,0.3485
1076,0.3486
1076,0.3487
1076,0.3488
1076,0.3489
1076,0.349
1076,0.3491
1076,0.3492
1076,0.3493
1076,0.3494
1076,0.3495
1076,0.3496
1076,0.3497
1076,0.3498
1076,0.3499
1076,0.35
1076,0.3501
1076,0.3502
1076,0.3503
1076,0.3504
1076,0.3505
1076,0.3506
1076,0.3507
1076,0.3508
1076,0.3509
1076,0.351
1076,0.3511
1076,0.3512
1076,0.3513
1076,0.3514
1076,0.3515
1076,0.3516
1076,0.3517
1076,0.3518
1076,0.3519
1076,0.352
1076,0.3521
1076,0.3522
1076,0.3523
1076,0.3524
1076,0.3525
1076,0.3526
1076,0.3527
1076,0.3528
1076,0.3529
1076,0.353
1076,0.3531
1077,0.3532
1077,0.3533
1077,0.3534
1077,0.3535
1077,0.3536
1077,0.3537
1077,0.3538
1077,0.3539
1077,0.354
1077,0.3541
1077,0.3542
1077,0.3543
1077,0.3544
1077,0.3545
1077,0.3546
1077,0.3547
1077,0.3548
1077,0.3549
1077,0.355
1077,0.3551
1077,0.3552
1077,0.3553
1077,0.3554
1077,0.3555
1077,0.3556
1077,0.3557
1077,0.3558
1077,0.3559
1077,0.356
1077,0.3561
1077,0.3562
1077,0.3563
1077,0.3564
1077,0.3565
1077,0.3566
1077,0.3567
1077,0.3568
1077,0.3569
1077,0.357
1077,0.3571
1077,0.3572
1077,0.3573
1077,0.3574
1077,0.3575
1077,0.3576
1077,0.3577
1077,0.3578
1077,0.3579
1077,0.358
1077,0.3581
1077,0.3582
1077,0.3583
1077,0.3584
1077,0.3585
1077,0.3586
1077,0.3587
1077,0.3588
